seed,dataset,split,strategy,n_context,model,roc_auc
2,lending_club,lc_recent,most_recent,1024.0,lr_context,0.6402310711166972
2,lending_club,lc_recent,most_recent,1024.0,xgb_context,0.6151802903784787
2,lending_club,lc_recent,class_balanced,1024.0,tabpfn,0.6765758445933054
2,lending_club,lc_recent,class_balanced,1024.0,lr_context,0.6656082937319248
2,lending_club,lc_recent,class_balanced,1024.0,xgb_context,0.6603875163200899
2,lending_club,lc_recent,economically_similar,1024.0,tabpfn,0.6647545892647269
2,lending_club,lc_recent,economically_similar,1024.0,lr_context,0.6459255872522872
2,lending_club,lc_recent,economically_similar,1024.0,xgb_context,0.6299793468578052
2,lending_club,lc_recent,high_confidence,1024.0,tabpfn,0.3778613023712235
2,lending_club,lc_recent,high_confidence,1024.0,lr_context,0.3389134749704541
2,lending_club,lc_recent,high_confidence,1024.0,xgb_context,0.4094314936514298
2,lending_club,lc_recent,diverse,1024.0,tabpfn,0.6698362062270646
2,lending_club,lc_recent,diverse,1024.0,lr_context,0.6386525619534946
2,lending_club,lc_recent,diverse,1024.0,xgb_context,0.6269957580432015
2,freddie_mac,fm_early,random,1024.0,tabpfn,0.7601855824881408
2,freddie_mac,fm_early,random,1024.0,lr_context,0.7413317099079056
2,freddie_mac,fm_early,random,1024.0,xgb_context,0.6931107591563654
2,freddie_mac,fm_early,most_recent,1024.0,tabpfn,0.7780307357615477
2,freddie_mac,fm_early,most_recent,1024.0,lr_context,0.765133750395152
2,freddie_mac,fm_early,most_recent,1024.0,xgb_context,0.6781420160174332
2,freddie_mac,fm_early,class_balanced,1024.0,tabpfn,0.7705021231161385
2,freddie_mac,fm_early,class_balanced,1024.0,lr_context,0.764721516946211
2,freddie_mac,fm_early,class_balanced,1024.0,xgb_context,0.7352973865765856
2,freddie_mac,fm_early,economically_similar,1024.0,tabpfn,0.7601855824881408
2,freddie_mac,fm_early,economically_similar,1024.0,lr_context,0.7413317099079056
2,freddie_mac,fm_early,economically_similar,1024.0,xgb_context,0.6931107591563654
2,freddie_mac,fm_early,high_confidence,1024.0,tabpfn,0.2301058642827274
2,freddie_mac,fm_early,high_confidence,1024.0,lr_context,0.2350965081777095
2,freddie_mac,fm_early,high_confidence,1024.0,xgb_context,0.2549086527117672
2,freddie_mac,fm_early,diverse,1024.0,tabpfn,0.7391604239490781
2,freddie_mac,fm_early,diverse,1024.0,lr_context,0.710095574389234
2,freddie_mac,fm_early,diverse,1024.0,xgb_context,0.6611507098158933
2,freddie_mac,fm_late,random,1024.0,tabpfn,0.6884926156411353
2,freddie_mac,fm_late,random,1024.0,lr_context,0.6819829644342562
2,freddie_mac,fm_late,random,1024.0,xgb_context,0.6384557141382905
2,freddie_mac,fm_late,most_recent,1024.0,tabpfn,0.758001799564255
2,freddie_mac,fm_late,most_recent,1024.0,lr_context,0.758076588156038
2,freddie_mac,fm_late,most_recent,1024.0,xgb_context,0.7508986226144468
2,freddie_mac,fm_late,class_balanced,1024.0,tabpfn,0.7834335442487573
2,freddie_mac,fm_late,class_balanced,1024.0,lr_context,0.7783535726336368
2,freddie_mac,fm_late,class_balanced,1024.0,xgb_context,0.758033396294892
2,freddie_mac,fm_late,economically_similar,1024.0,tabpfn,0.6202239657433466
2,freddie_mac,fm_late,economically_similar,1024.0,lr_context,0.6308252486285859
2,freddie_mac,fm_late,economically_similar,1024.0,xgb_context,0.6577358072703787
2,freddie_mac,fm_late,high_confidence,1024.0,tabpfn,0.2939196005245637
2,freddie_mac,fm_late,high_confidence,1024.0,lr_context,0.2619879155549835
2,freddie_mac,fm_late,high_confidence,1024.0,xgb_context,0.2737682782738561
2,freddie_mac,fm_late,diverse,1024.0,tabpfn,0.7479453428738068
2,freddie_mac,fm_late,diverse,1024.0,lr_context,0.7323530810001033
2,freddie_mac,fm_late,diverse,1024.0,xgb_context,0.6183326550181986
1,freddie_mac,fm_early,class_balanced,,tabfm,0.7649467661075371
2,freddie_mac,fm_early,class_balanced,,tabfm,0.7729453464992955
42,freddie_mac,fm_early,class_balanced,,tabfm,0.7700916763315508
1,freddie_mac,fm_early,diverse,,tabfm,0.6114020700470283
2,freddie_mac,fm_early,diverse,,tabfm,0.693499420140132
42,freddie_mac,fm_early,diverse,,tabfm,0.6818676465618669
1,freddie_mac,fm_early,economically_similar,,tabfm,0.6018386559957576
2,freddie_mac,fm_early,economically_similar,,tabfm,0.7157616206559476
42,freddie_mac,fm_early,economically_similar,,tabfm,0.7051141685839986
1,freddie_mac,fm_early,high_confidence,,tabfm,0.242799992848072
2,freddie_mac,fm_early,high_confidence,,tabfm,0.2286460795915746
42,freddie_mac,fm_early,high_confidence,,tabfm,0.2355617011285772
1,freddie_mac,fm_early,most_recent,,tabfm,0.7234516294184958
2,freddie_mac,fm_early,most_recent,,tabfm,0.7287911584352074
42,freddie_mac,fm_early,most_recent,,tabfm,0.7370665959295064
1,freddie_mac,fm_early,random,,tabfm,0.6018386559957576
2,freddie_mac,fm_early,random,,tabfm,0.7157616206559476
42,freddie_mac,fm_early,random,,tabfm,0.7051141685839986
1,freddie_mac,fm_late,class_balanced,,tabfm,0.801474227782093
2,freddie_mac,fm_late,class_balanced,,tabfm,0.779380321440208
42,freddie_mac,fm_late,class_balanced,,tabfm,0.7926481944642528
1,freddie_mac,fm_late,diverse,,tabfm,0.7097158523630756
2,freddie_mac,fm_late,diverse,,tabfm,0.7048124719542781
42,freddie_mac,fm_late,diverse,,tabfm,0.7364189135130811
1,freddie_mac,fm_late,economically_similar,,tabfm,0.7594929555593334
2,freddie_mac,fm_late,economically_similar,,tabfm,0.619719432627074
42,freddie_mac,fm_late,economically_similar,,tabfm,0.7642549085086228
1,freddie_mac,fm_late,high_confidence,,tabfm,0.2849419190946748
2,freddie_mac,fm_late,high_confidence,,tabfm,0.307048476921632
42,freddie_mac,fm_late,high_confidence,,tabfm,0.3054200857807755
1,freddie_mac,fm_late,most_recent,,tabfm,0.7241726018673927
2,freddie_mac,fm_late,most_recent,,tabfm,0.7435573106718102
42,freddie_mac,fm_late,most_recent,,tabfm,0.7458616979213409
1,freddie_mac,fm_late,random,,tabfm,0.749149598366227
2,freddie_mac,fm_late,random,,tabfm,0.6735534494933507
42,freddie_mac,fm_late,random,,tabfm,0.6575044844167244
1,lending_club,lc_post_crisis,class_balanced,,tabfm,0.7069003630054597
2,lending_club,lc_post_crisis,class_balanced,,tabfm,0.6976467372151571
42,lending_club,lc_post_crisis,class_balanced,,tabfm,0.6649256118791014
1,lending_club,lc_post_crisis,diverse,,tabfm,0.6855487366002591
2,lending_club,lc_post_crisis,diverse,,tabfm,0.6853397389992533
42,lending_club,lc_post_crisis,diverse,,tabfm,0.7055161336821905
1,lending_club,lc_post_crisis,economically_similar,,tabfm,0.6976746580542892
2,lending_club,lc_post_crisis,economically_similar,,tabfm,0.6925440669741217
42,lending_club,lc_post_crisis,economically_similar,,tabfm,0.7055426552536572
1,lending_club,lc_post_crisis,high_confidence,,tabfm,0.3263491263959414
2,lending_club,lc_post_crisis,high_confidence,,tabfm,0.3174302882032478
42,lending_club,lc_post_crisis,high_confidence,,tabfm,0.295008909654583
1,lending_club,lc_post_crisis,most_recent,,tabfm,0.6999696542085958
2,lending_club,lc_post_crisis,most_recent,,tabfm,0.697175679610195
42,lending_club,lc_post_crisis,most_recent,,tabfm,0.7018860541626506
1,lending_club,lc_post_crisis,random,,tabfm,0.7003889067901896
2,lending_club,lc_post_crisis,random,,tabfm,0.6946006764108154
42,lending_club,lc_post_crisis,random,,tabfm,0.6978840894801188
1,lending_club,lc_pre_crisis,class_balanced,,tabfm,0.5298390181560477
2,lending_club,lc_pre_crisis,class_balanced,,tabfm,0.5544479340494932
42,lending_club,lc_pre_crisis,class_balanced,,tabfm,0.5549433198020418
1,lending_club,lc_pre_crisis,diverse,,tabfm,0.529546202589824
2,lending_club,lc_pre_crisis,diverse,,tabfm,0.554539548801134
42,lending_club,lc_pre_crisis,diverse,,tabfm,0.5552457723362679
1,lending_club,lc_pre_crisis,economically_similar,,tabfm,0.5244549182636853
2,lending_club,lc_pre_crisis,economically_similar,,tabfm,0.5402998906680154
42,lending_club,lc_pre_crisis,economically_similar,,tabfm,0.5360726538430746
1,lending_club,lc_pre_crisis,high_confidence,,tabfm,0.5294943112236576
2,lending_club,lc_pre_crisis,high_confidence,,tabfm,0.5542548616390106
42,lending_club,lc_pre_crisis,high_confidence,,tabfm,0.5552205679584158
1,lending_club,lc_pre_crisis,most_recent,,tabfm,0.5299605922139229
2,lending_club,lc_pre_crisis,most_recent,,tabfm,0.5545501488550427
42,lending_club,lc_pre_crisis,most_recent,,tabfm,0.5552761658507366
1,lending_club,lc_pre_crisis,random,,tabfm,0.529806400725886
2,lending_club,lc_pre_crisis,random,,tabfm,0.5546175349120347
42,lending_club,lc_pre_crisis,random,,tabfm,0.5551805374759446
1,lending_club,lc_recent,class_balanced,,tabfm,0.6728471822031834
2,lending_club,lc_recent,class_balanced,,tabfm,0.6785796428398967
42,lending_club,lc_recent,class_balanced,,tabfm,0.6836674804047563
1,lending_club,lc_recent,diverse,,tabfm,0.6687994524308627
2,lending_club,lc_recent,diverse,,tabfm,0.6710354390361477
